epoch,categorical_accuracy,f1_score,loss,top_k_categorical_accuracy,val_categorical_accuracy,val_f1_score,val_loss,val_top_k_categorical_accuracy
0,0.2658730149269104,0.28267690539360046,1.3306338787078857,1.0,0.7123655676841736,0.6520652174949646,0.8828669786453247,1.0
1,0.4246031641960144,0.4236327111721039,1.0633831024169922,1.0,0.975806474685669,0.9757745265960693,0.43485912680625916,1.0
2,0.5698412656784058,0.5539936423301697,0.9314022064208984,1.0,0.9704301357269287,0.9703717827796936,0.25661376118659973,1.0
3,0.6301587224006653,0.6093924045562744,0.8938214778900146,1.0,0.9704301357269287,0.9703717827796936,0.2072174996137619,1.0
4,0.6646825671195984,0.6376939415931702,0.86863112449646,1.0,0.9623655676841736,0.9622452855110168,0.2692626714706421,1.0
5,0.6753968000411987,0.6472620964050293,0.8543572425842285,1.0,0.975806474685669,0.9757745265960693,0.1739693582057953,1.0
6,0.6821428537368774,0.6552813649177551,0.8517047166824341,1.0,0.975806474685669,0.9757745265960693,0.19972451031208038,1.0
7,0.6904761791229248,0.6582283973693848,0.8429712653160095,1.0,0.9811828136444092,0.9811677932739258,0.18332555890083313,1.0
