epoch,categorical_accuracy,f1_score,loss,val_categorical_accuracy,val_f1_score,val_loss
0,0.01706349290907383,0.04623255133628845,1.2295514345169067,0.3629032373428345,0.3387855589389801,1.0809366703033447
1,0.0075396825559437275,0.03547948971390724,1.1728593111038208,0.6263440847396851,0.5975872874259949,1.07841956615448
2,0.0075396825559437275,0.027904748916625977,1.1404868364334106,0.6505376100540161,0.5407552123069763,1.0858697891235352
3,0.009920635260641575,0.029408806934952736,1.1255565881729126,0.5564516186714172,0.44303664565086365,1.0876524448394775
4,0.02380952425301075,0.04213285818696022,1.1173046827316284,0.6424731016159058,0.514464259147644,1.0898879766464233
5,0.02777777798473835,0.04807909205555916,1.1124415397644043,0.6370967626571655,0.5096485614776611,1.0925675630569458
6,0.03888889029622078,0.058305855840444565,1.109681248664856,0.6666666865348816,0.5540900826454163,1.093582034111023
7,0.04325396940112114,0.06755965203046799,1.107313871383667,0.6666666865348816,0.5540900826454163,1.094431757926941
