epoch,categorical_accuracy,f1_score,loss,val_categorical_accuracy,val_f1_score,val_loss
0,0.8309524059295654,0.7903943061828613,0.9682537913322449,NA,NA,NA
1,0.8162698149681091,0.7743654847145081,0.877019464969635,NA,NA,NA
2,0.8059523701667786,0.7628239989280701,0.8334988355636597,NA,NA,NA
3,0.8134920597076416,0.7697345614433289,0.8021596670150757,NA,NA,NA
4,0.8341270089149475,0.7853133082389832,0.7746798396110535,NA,NA,NA
5,0.8424603343009949,0.793307363986969,0.7399236559867859,NA,NA,NA
6,0.8686507940292358,0.8124086260795593,0.7050759196281433,NA,NA,NA
7,0.8785714507102966,0.8227810263633728,0.6842918992042542,NA,NA,NA
