epoch,categorical_accuracy,f1_score,loss,val_categorical_accuracy,val_f1_score,val_loss
0,0.6797618865966797,0.6605110764503479,0.9536302089691162,NA,NA,NA
1,0.7535714507102966,0.7252197265625,0.7768582701683044,NA,NA,NA
2,0.7753968238830566,0.7438721656799316,0.7224511504173279,NA,NA,NA
3,0.7789682745933533,0.7473292946815491,0.7493978142738342,NA,NA,NA
