epoch,categorical_accuracy,f1_score,loss,val_categorical_accuracy,val_f1_score,val_loss
0,0.8349206447601318,0.7988595366477966,0.8413330316543579,NA,NA,NA
1,0.8460317254066467,0.8118039965629578,0.7690788507461548,NA,NA,NA
2,0.8678571581840515,0.8234019875526428,0.7136917114257812,NA,NA,NA
3,0.8702380657196045,0.8229830861091614,0.7436141967773438,NA,NA,NA
