epoch,categorical_accuracy,f1_score,loss,top_k_categorical_accuracy,val_categorical_accuracy,val_f1_score,val_loss,val_top_k_categorical_accuracy
0,0.01904761977493763,0.04634718969464302,1.2100830078125,1.0,0.3279569745063782,0.300744891166687,1.0915682315826416,1.0
1,0.011111111380159855,0.04026925936341286,1.1624010801315308,1.0,0.5,0.4967581331729889,1.0870779752731323,1.0
2,0.009523809887468815,0.03620399907231331,1.1395806074142456,1.0,0.5080645084381104,0.4825601279735565,1.0895700454711914,1.0
3,0.012301587499678135,0.034110043197870255,1.1253665685653687,1.0,0.43817204236984253,0.35879579186439514,1.092005729675293,1.0
4,0.02500000037252903,0.045976608991622925,1.118261456489563,1.0,0.5053763389587402,0.42338716983795166,1.0938482284545898,1.0
5,0.03293650969862938,0.058408427983522415,1.1133244037628174,1.0,0.45698925852775574,0.3463112413883209,1.0949982404708862,1.0
6,0.03888889029622078,0.06037050485610962,1.1103339195251465,1.0,0.6155914068222046,0.5020503401756287,1.095112681388855,1.0
7,0.06269841641187668,0.08608901500701904,1.1077357530593872,1.0,0.5080645084381104,0.3963068723678589,1.095533847808838,1.0
